,Termination_Status,predicted,match,Termination_Status,employee_id,location_tier,location_cost,location_reporting,restated_LOB,tenure,age,qc_non_qc,is_people_manager,job_family_group,gender,management_level_category,management_chain_level_employee,Job_level,is_DQC,Stock_Eligible,remote_location,Plan_Category,compensation_usd,competitive_base_pay_market_position,competitive_total_target_cash_market_position,base_pay_compa_ratio,total_target_cash_compa_ratio,Time_in_Job_Profile,bonus_eligible,promotion_count_rolling_2_years,transfer_count_rolling_2_years,change_job_type_count_rolling_2_years,time_since_last_promotion_in_years,time_since_last_transfer_in_years,time_since_last_change_job_type_in_years,Change_in_Individual_management_level,Change_in_job_level,current_vs_average_compensation_job_level,current_vs_average_tenure_job_level,current_vs_average_tenure,%_Abover_or_Below_Average_Compensation_job_level,%_Abover_or_Below_Average_Tenure_job_level,%_Abover_or_Below_Average_Tenure_Company,termination_date
4422,No,No,True,No,6952,All Others,High-Cost,All Other AMS,Sales & Services,13.92,61,NON QC,No,General & Administration,Female,Individual Contributor/Support,6,SU2,No,Yes,No,No Bonus Plan,72079.41,3,3,1.081,1.081,2.335386,No,0,0,0,13.92,13.92,3.0,No,No,Higher than average,Higher than average,Higher than average,31.44,207.01,223.03,
4423,No,No,True,No,33251,Tier 1,Low-Cost,Bangalore,Engineering,4.5,30,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC4,Unknown,Yes,No,VCIP Plan,44008.48,1,2,0.778,0.818,0.334017,Yes,2,0,1,0.33,4.5,2.06,No,Yes,Lower than average,Lower than average,Higher than average,-7.1,-9.17,4.43,
4424,No,No,True,No,38038,Tier 1,High-Cost,Santa Clara,Engineering,2.17,28,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC2,Unknown,Yes,No,No Bonus Plan,122645.7,2,1,0.889,0.791,2.201232,No,0,0,1,2.17,2.17,0.67,No,No,Higher than average,Higher than average,Lower than average,6.92,9.95,-49.64,
4425,No,No,True,No,22066,Tier 2,High-Cost,Dublin,Customer Experience,6.17,35,NON QC,Yes,Services,Male,People Manager,5,M2,No,Yes,No,VCIP Plan,100274.77,4,4,1.19,1.19,1.336071,Yes,1,0,0,1.336986,6.17,2.26,No,Yes,Higher than average,Higher than average,Higher than average,2.44,22.18,43.18,
4426,No,No,True,No,33653,Tier 1,Low-Cost,Bangalore,Operations,4.42,25,NON QC,No,Engineering,Female,Individual Contributor/Support,5,IC2,Unknown,Yes,No,No Bonus Plan,16605.41,1,1,0.779,0.722,0.999315,No,0,0,4,4.42,4.42,0.73,No,No,Higher than average,Higher than average,Higher than average,9.13,78.51,2.57,
4427,No,No,True,No,17581,Tier 1,High-Cost,Fort Lauderdale,HR,7.75,62,NON QC,No,Human Resources,Female,Individual Contributor/Support,7,IC6,Unknown,Yes,No,VCIP Plan,225902.45,3,3,0.998,0.998,2.335386,Yes,0,0,0,7.75,7.75,4.01,No,Yes,Higher than average,Higher than average,Higher than average,6.31,19.64,79.85,
4428,No,No,True,No,38738,Tier 1,High-Cost,Santa Clara,Engineering,1.83,28,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC3,Unknown,No,No,No Bonus Plan,148987.5,3,2,0.966,0.881,1.894592,No,0,0,1,1.83,1.83,1.42,No,No,Higher than average,Lower than average,Lower than average,5.34,-57.5,-57.53,
4429,Yes,No,False,Yes,39725,Tier 2,High-Cost,Dublin,Sales & Services,1.25,26,QC,No,Sales,Male,Individual Contributor/Support,4,IC2,Yes,No,No,Comission Plan,74294.82,2,2,0.87,0.87,0.501026,Yes,0,0,0,0.331506,1.25,1.25,No,No,Higher than average,Lower than average,Lower than average,11.08,-38.74,-70.99,2020-11-30
4430,No,No,True,No,18837,Tier 1,High-Cost,Raleigh,Sales & Services,7.33,32,NON QC,No,General & Administration,Female,Individual Contributor/Support,7,IC4,No,Yes,No,VCIP Plan,167750.0,3,3,0.969,0.969,0.438056,Yes,1,0,1,1.336986,3.25,0.44,Yes,Yes,Higher than average,Higher than average,Higher than average,55.61,56.45,70.1,
4431,No,Yes,False,No,17300,Tier 2,High-Cost,Tokyo,Sales & Services,7.83,33,NON QC,No,Customer Success,Male,Individual Contributor/Support,5,IC4,No,Yes,No,VCIP Plan,129275.97,4,4,1.13,1.13,1.50308,Yes,1,0,3,1.838356,4.17,0.83,No,No,Lower than average,Higher than average,Higher than average,-10.06,90.31,81.7,
4432,No,No,True,No,19069,Tier 1,High-Cost,Fort Lauderdale,Finance,7.25,48,NON QC,Yes,Finance,Male,People Manager,6,M4,Unknown,Yes,No,VCIP Plan,202355.98,4,3,1.147,1.08,2.335386,Yes,0,0,1,2.336986,7.25,1.93,No,No,Higher than average,Lower than average,Higher than average,19.32,-12.56,68.25,
4433,No,No,True,No,41169,All Others,High-Cost,Remote AMS,Engineering,0.5,36,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC3,Unknown,No,Yes,VCIP Plan,151200.0,2,2,0.859,0.864,0.53388,Yes,0,0,0,0.5,0.5,0.5,No,No,Higher than average,Lower than average,Lower than average,37.59,-90.31,-88.4,
4434,No,Yes,False,No,36030,All Others,Low-Cost,All Other APAC,Sales & Services,3.08,47,QC,Yes,Sales,Male,Executive,7,E1,No,Yes,No,Comission Plan,290053.8,4,3,1.102,1.047,1.587953,Yes,0,0,2,3.08,3.08,1.12,No,No,Lower than average,Higher than average,Lower than average,-24.97,13.24,-28.52,
4435,No,No,True,No,40797,Tier 2,Low-Cost,Costa Rica,Customer Experience,0.67,35,NON QC,No,Services,Male,Individual Contributor/Support,4,IC2,No,No,No,No Bonus Plan,23904.0,3,3,1.041,1.041,0.72553,No,0,0,1,0.67,0.67,0.71,No,No,Lower than average,Lower than average,Lower than average,-7.64,-59.01,-84.45,
4436,No,No,True,No,41992,Tier 2,Low-Cost,Nanjing,Engineering,0.08,31,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC3,Unknown,No,No,No Bonus Plan,41347.8,3,2,0.915,0.874,0.131416,No,0,0,0,0.08,0.08,0.08,No,No,Higher than average,Lower than average,Lower than average,0.92,-97.97,-98.14,
4437,No,No,True,No,12855,Tier 1,High-Cost,Fort Lauderdale,Sales & Services,9.5,43,NON QC,No,General & Administration,Male,Individual Contributor/Support,4,IC3,No,Yes,No,No Bonus Plan,71741.38,1,1,0.751,0.717,2.335386,No,0,0,0,4.336986,9.5,9.5,No,No,Lower than average,Higher than average,Higher than average,-32.57,102.49,120.46,
4438,No,No,True,No,36517,Tier 1,High-Cost,Fort Lauderdale,Product,2.67,35,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC3,Unknown,Yes,No,No Bonus Plan,115720.5,3,2,0.912,0.805,0.334017,No,2,0,3,0.33,2.67,0.78,No,Yes,Lower than average,Lower than average,Lower than average,-6.74,-39.65,-38.04,
4439,No,No,True,No,7394,All Others,High-Cost,Remote EMEA,Sales & Services,13.5,56,NON QC,No,Business Operations,Male,Individual Contributor/Support,5,IC4,No,Yes,Yes,VCIP Plan,152796.85,5,5,1.257,1.339,3.832991,Yes,0,0,1,3.835616,13.5,0.67,No,No,Lower than average,Higher than average,Higher than average,-9.47,156.88,213.28,
4440,No,No,True,No,31436,Tier 1,High-Cost,Fort Lauderdale,Operations,0.5,40,NON QC,No,Engineering,Female,Individual Contributor/Support,5,IC4,Unknown,Yes,No,VCIP Plan,165000.0,2,2,0.899,0.858,3.832991,Yes,0,0,1,3.835616,0.5,0.21,No,No,Higher than average,Lower than average,Lower than average,18.9,-92.63,-88.4,
4441,Yes,Yes,True,Yes,37313,Tier 2,High-Cost,Dublin,Customer Experience,2.5,36,NON QC,No,Services,Male,Individual Contributor/Support,4,IC3,No,Yes,No,No Bonus Plan,78698.78,4,4,1.187,1.187,1.319644,No,0,1,1,2.5,1.32,1.3,No,No,Higher than average,Lower than average,Lower than average,15.51,-18.46,-41.98,2021-01-29
4442,No,No,True,No,11821,Tier 1,Low-Cost,Bangalore,Customer Experience,10.0,35,NON QC,Yes,Services,Male,People Manager,4,M2,No,Yes,No,VCIP Plan,40369.96,3,3,1.057,1.057,2.836413,Yes,0,0,4,2.838356,10.0,0.42,No,No,Higher than average,Higher than average,Higher than average,7.05,99.55,132.06,
4443,No,No,True,No,41795,Tier 1,High-Cost,Santa Clara,Engineering,0.17,54,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC3,Unknown,No,No,No Bonus Plan,155000.0,3,2,0.914,0.834,0.227241,No,0,0,0,0.17,0.17,0.17,No,No,Higher than average,Lower than average,Lower than average,9.6,-96.05,-96.05,
4444,No,No,True,No,37154,All Others,High-Cost,All Other EMEA,Sales & Services,2.5,54,QC,No,Sales,Male,Individual Contributor/Support,5,IC4,No,Yes,No,Comission Plan,153166.6,3,3,1.059,1.063,1.336071,Yes,1,0,0,1.336986,2.5,2.5,No,Yes,Lower than average,Lower than average,Lower than average,-2.69,-46.48,-41.98,
4445,No,No,True,No,3087,Tier 1,High-Cost,Fort Lauderdale,Finance,17.33,58,NON QC,No,Finance,Female,Individual Contributor/Support,5,IC3,Unknown,Yes,No,No Bonus Plan,90656.47,3,3,0.911,0.911,2.335386,No,0,0,0,5.838356,17.33,17.33,No,No,Higher than average,Higher than average,Higher than average,2.27,262.98,302.16,
4446,No,Yes,False,No,34725,All Others,High-Cost,Remote AMS,Sales & Services,3.92,56,QC,No,Sales,Male,Individual Contributor/Support,5,IC5,No,Yes,Yes,Comission Plan,286820.62,2,3,0.845,0.958,2.335386,Yes,0,0,0,3.92,3.92,3.92,No,No,Higher than average,Lower than average,Lower than average,14.02,-32.33,-9.03,
4447,No,No,True,No,7533,All Others,High-Cost,Remote AMS,Sales & Services,13.5,51,QC,No,Sales,Male,Individual Contributor/Support,5,IC4,No,Yes,Yes,Comission Plan,220221.53,4,4,1.115,1.115,2.335386,Yes,0,0,0,8.087671,13.5,4.63,No,No,Lower than average,Higher than average,Higher than average,-0.35,258.48,213.28,
4448,No,No,True,No,38758,Tier 1,Low-Cost,Bangalore,Customer Experience,1.83,29,NON QC,No,Customer Success,Male,Individual Contributor/Support,4,IC3,No,No,No,No Bonus Plan,13636.25,1,1,0.644,0.644,0.334017,No,1,0,3,0.33,1.83,0.55,No,Yes,Lower than average,Lower than average,Lower than average,-28.27,-32.9,-57.53,
4449,No,No,True,No,10803,Tier 1,Low-Cost,Bangalore,Operations,10.58,37,NON QC,No,Operations,Female,Individual Contributor/Support,4,IC3,Unknown,Yes,No,No Bonus Plan,13532.64,1,1,0.795,0.795,2.335386,No,0,0,0,6.339726,10.58,2.62,Yes,Yes,Lower than average,Higher than average,Higher than average,-39.76,231.17,145.52,
4450,No,Yes,False,No,13337,Tier 1,High-Cost,Santa Clara,Product,9.42,41,NON QC,No,General & Administration,Female,Individual Contributor/Support,7,IC3,Unknown,Yes,No,No Bonus Plan,105370.58,3,3,0.978,0.978,2.335386,No,0,0,0,6.550684,9.42,9.42,No,No,Lower than average,Higher than average,Higher than average,-17.35,193.46,118.6,
4451,No,No,True,No,2622,Tier 2,High-Cost,Chalfont,Finance,18.5,49,NON QC,Yes,Finance,Male,People Manager,5,M4,Unknown,Yes,No,VCIP Plan,162265.15,5,5,1.209,1.264,2.335386,Yes,0,0,1,18.5,18.5,1.67,No,No,Higher than average,Higher than average,Higher than average,23.48,97.61,329.32,
4452,No,No,True,No,36843,Tier 2,High-Cost,Cambridge,Engineering,0.5,23,NON QC,No,Engineering,Female,Individual Contributor/Support,4,IC1,Unknown,No,No,No Bonus Plan,45492.0,2,2,0.899,0.873,2.335386,No,0,0,0,0.5,0.5,0.5,No,No,Lower than average,Lower than average,Lower than average,-1.77,-68.96,-88.4,
4453,No,No,True,No,38798,All Others,High-Cost,All Other EMEA,Operations,1.92,40,QC,No,Sales,Male,Individual Contributor/Support,5,IC2,Yes,No,No,Comission Plan,79512.3,3,3,1.028,1.028,1.968514,Yes,0,0,1,1.92,1.92,1.84,No,No,Higher than average,Lower than average,Lower than average,22.97,-19.58,-55.44,
4454,No,Yes,False,No,18609,All Others,High-Cost,Remote AMS,Customer Experience,7.42,54,NON QC,No,Customer Success,Male,Individual Contributor/Support,6,IC4,No,Yes,Yes,Incentive Plan,189170.66,3,3,0.953,0.953,0.832306,Yes,0,0,4,3.835616,7.42,0.83,Yes,Yes,Higher than average,Higher than average,Higher than average,33.09,34.84,72.19,
4455,No,No,True,No,35822,Tier 1,High-Cost,Fort Lauderdale,Sales & Services,3.25,32,NON QC,No,Business Operations,Female,Individual Contributor/Support,4,IC4,No,Yes,No,No Bonus Plan,98384.34,2,2,0.845,0.804,1.336071,No,1,0,0,1.336986,3.25,3.25,No,Yes,Lower than average,Lower than average,Lower than average,-26.35,-48.35,-24.58,
4456,No,No,True,No,15961,All Others,High-Cost,All Other EMEA,Engineering,8.5,40,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC4,Unknown,Yes,No,VCIP Plan,55699.15,2,2,0.871,0.886,2.836413,Yes,0,0,0,2.838356,8.5,2.27,No,No,Lower than average,Higher than average,Higher than average,-30.58,157.4,97.25,
4457,No,No,True,No,39019,Tier 2,High-Cost,Chalfont,Sales & Services,1.75,35,QC,No,Sales,Female,Individual Contributor/Support,4,IC3,No,No,No,Comission Plan,125718.76,2,2,0.881,0.881,1.817932,Yes,0,0,0,1.75,1.75,1.75,No,No,Lower than average,Lower than average,Lower than average,-1.24,-59.31,-59.39,
4458,No,Yes,False,No,40291,Tier 2,High-Cost,Dublin,Operations,1.0,40,NON QC,No,Operations,Female,Individual Contributor/Support,5,IC3,Unknown,No,No,No Bonus Plan,58123.2,2,2,0.893,0.893,1.081451,No,0,0,0,1.0,1.0,1.0,No,No,Lower than average,Lower than average,Lower than average,-30.31,-74.09,-76.79,
4459,No,No,True,No,40901,Tier 1,High-Cost,Fort Lauderdale,Finance,0.67,33,NON QC,No,Finance,Female,Individual Contributor/Support,4,IC3,Unknown,No,No,No Bonus Plan,75000.0,2,2,0.84,0.84,0.684462,No,0,0,0,0.67,0.67,0.67,No,No,Lower than average,Lower than average,Lower than average,-15.39,-85.97,-84.45,
4460,No,No,True,No,2936,All Others,High-Cost,Remote AMS,Sales & Services,17.58,55,QC,No,Sales,Male,Individual Contributor/Support,4,IC5,No,Yes,Yes,Comission Plan,250612.67,3,3,0.931,0.985,2.335386,Yes,0,0,0,8.59178,17.58,2.23,No,No,Lower than average,Higher than average,Higher than average,-0.37,203.49,307.97,
4461,No,No,True,No,22620,All Others,High-Cost,Remote EMEA,Sales & Services,5.83,39,QC,No,Sales,Male,Individual Contributor/Support,4,IC3,No,Yes,Yes,Comission Plan,61298.9,3,3,0.955,0.955,2.335386,Yes,0,0,1,5.83,5.83,2.01,No,No,Lower than average,Higher than average,Higher than average,-52.31,60.21,35.29,
4462,No,Yes,False,No,1194,All Others,High-Cost,Remote AMS,Marketing,21.0,45,NON QC,Yes,Marketing,Male,Director,5,M5,Unknown,Yes,Yes,VCIP Plan,230934.95,3,3,1.014,1.015,2.335386,Yes,0,0,1,21.0,21.0,1.5,No,No,Higher than average,Higher than average,Higher than average,13.14,350.04,387.33,
4463,Yes,No,False,Yes,35283,Tier 1,Low-Cost,Bangalore,Engineering,3.33,24,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC3,Unknown,Yes,No,No Bonus Plan,21342.47,1,1,0.666,0.579,1.837097,No,1,0,0,1.62,3.33,3.29,No,Yes,Lower than average,Lower than average,Lower than average,-31.83,-11.74,-22.72,2020-11-13
4464,No,No,True,No,20321,Tier 1,High-Cost,Santa Clara,Finance,6.67,46,NON QC,Yes,Finance,Male,People Manager,5,M4,Unknown,Yes,No,VCIP Plan,212197.2,3,3,1.046,0.984,2.335386,Yes,0,0,0,6.67,6.67,6.67,No,No,Higher than average,Higher than average,Higher than average,18.84,12.12,54.79,
4465,No,No,True,No,581,Tier 1,High-Cost,Fort Lauderdale,Customer Experience,22.17,48,NON QC,No,Services,Male,Individual Contributor/Support,4,IC4,No,Yes,No,VCIP Plan,156060.66,5,5,1.247,1.282,2.335386,Yes,0,0,0,22.17,22.17,2.17,No,Yes,Higher than average,Higher than average,Higher than average,32.95,198.94,414.48,
4466,No,No,True,No,22136,Tier 1,Low-Cost,Bangalore,Engineering,6.17,37,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC4,Unknown,Yes,No,VCIP Plan,57744.06,3,3,1.021,1.073,2.335386,Yes,0,0,0,6.17,6.17,6.17,No,No,Higher than average,Higher than average,Higher than average,21.9,24.54,43.18,
4467,No,No,True,No,34870,Tier 2,High-Cost,Dublin,Customer Experience,3.83,39,NON QC,Yes,Services,Female,People Manager,5,M3,No,Yes,No,No Bonus Plan,78956.73,3,2,0.908,0.841,2.083504,No,1,0,1,2.08,3.83,0.55,No,No,Lower than average,Lower than average,Lower than average,-22.51,-25.6,-11.12,
4468,No,No,True,No,39488,Tier 1,Low-Cost,Bangalore,Engineering,1.58,29,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC2,Unknown,No,No,No Bonus Plan,22405.68,3,3,0.974,0.974,1.645448,No,0,0,0,1.58,1.58,1.58,No,No,Higher than average,Lower than average,Lower than average,10.35,-27.32,-63.33,
4469,No,No,True,No,40221,Tier 1,Low-Cost,Bangalore,Engineering,1.08,25,NON QC,No,Engineering,Female,Individual Contributor/Support,4,IC2,Unknown,No,No,No Bonus Plan,20295.0,2,2,0.821,0.802,1.147159,No,0,0,3,1.08,1.08,0.46,No,No,Lower than average,Lower than average,Lower than average,-0.04,-50.32,-74.94,
4470,No,No,True,No,37415,Tier 1,High-Cost,Fort Lauderdale,Sales & Services,2.42,34,NON QC,No,Business Operations,Female,Individual Contributor/Support,5,IC4,No,Yes,No,VCIP Plan,133031.01,3,3,1.087,1.087,1.336071,Yes,1,1,0,1.336986,0.23,2.42,No,No,Lower than average,Lower than average,Lower than average,-0.41,-61.54,-43.84,
4471,No,No,True,No,35483,Tier 2,High-Cost,Dublin,Sales & Services,3.58,30,NON QC,No,Customer Success,Male,Individual Contributor/Support,4,IC2,No,Yes,No,No Bonus Plan,72823.53,3,3,1.099,1.051,1.645448,No,1,0,0,1.646575,2.38,3.34,No,No,Higher than average,Higher than average,Lower than average,8.88,75.46,-16.92,
4472,No,No,True,No,39969,Tier 1,Low-Cost,Bangalore,Operations,1.25,31,NON QC,No,Information Technology,Male,Individual Contributor/Support,4,IC3,Unknown,No,No,No Bonus Plan,22324.5,2,2,0.842,0.842,1.2731,No,0,0,2,1.25,1.25,0.73,No,No,Lower than average,Lower than average,Lower than average,-0.62,-60.87,-70.99,
4473,No,No,True,No,41580,Tier 1,Low-Cost,Bangalore,Finance,0.33,32,NON QC,No,General & Administration,Male,Individual Contributor/Support,5,IC2,Unknown,No,No,No Bonus Plan,10824.0,2,2,0.824,0.824,0.342231,No,0,0,0,0.33,0.33,0.33,No,No,Lower than average,Lower than average,Lower than average,-9.66,-89.22,-92.34,
4474,No,No,True,No,34602,All Others,High-Cost,Remote EMEA,Customer Experience,3.75,41,NON QC,No,Customer Success,Male,Individual Contributor/Support,5,IC4,No,Yes,Yes,VCIP Plan,139829.96,3,4,1.02,1.133,0.167008,Yes,1,0,2,1.835616,3.75,0.17,No,No,Higher than average,Lower than average,Lower than average,31.63,-25.32,-12.98,
4475,No,No,True,No,34260,Tier 1,Low-Cost,Bangalore,Engineering,3.5,25,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC3,Unknown,Yes,No,No Bonus Plan,25489.35,2,1,0.819,0.781,0.334017,No,2,0,1,0.33,3.5,0.67,No,Yes,Lower than average,Lower than average,Lower than average,-18.58,-7.23,-18.78,
4476,No,No,True,No,16483,Tier 2,Low-Cost,Nanjing,Engineering,8.25,43,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC5,Unknown,Yes,No,VCIP Plan,75107.14,2,1,0.888,0.786,3.832991,Yes,0,0,0,3.835616,8.25,8.25,No,No,Lower than average,Higher than average,Higher than average,-17.79,66.0,91.45,
4477,No,No,True,No,37274,Tier 2,Low-Cost,Nanjing,Engineering,2.5,29,NON QC,No,Engineering,Female,Individual Contributor/Support,4,IC2,Unknown,Yes,No,No Bonus Plan,28942.95,1,1,0.771,0.771,2.335386,No,0,0,0,2.5,2.5,2.26,No,No,Higher than average,Lower than average,Lower than average,0.39,-9.09,-41.98,
4478,No,No,True,No,39649,Tier 2,High-Cost,Tokyo,Customer Experience,1.42,27,NON QC,No,Customer Success,Male,Individual Contributor/Support,5,IC2,No,No,No,No Bonus Plan,52855.0,2,2,0.845,0.845,1.50308,No,0,0,0,1.42,1.42,1.42,No,No,Lower than average,Lower than average,Lower than average,-21.65,-26.71,-67.05,
4479,No,Yes,False,No,827,Tier 2,High-Cost,Tokyo,Sales & Services,21.5,53,QC,No,Sales,Male,Individual Contributor/Support,4,IC3,No,Yes,No,Comission Plan,145078.89,5,3,1.244,1.087,4.082135,Yes,0,0,3,21.5,21.5,1.08,No,No,Higher than average,Higher than average,Higher than average,23.76,368.17,398.93,
4480,No,No,True,No,14857,Tier 1,High-Cost,Fort Lauderdale,Marketing,8.75,38,NON QC,No,Marketing,Male,Individual Contributor/Support,7,IC3,Unknown,Yes,No,VCIP Plan,158400.53,5,5,1.463,1.475,2.921286,Yes,0,0,3,7.027397,2.92,0.13,No,No,Higher than average,Higher than average,Higher than average,47.97,52.04,103.05,
4481,No,No,True,No,31545,Tier 1,High-Cost,Fort Lauderdale,Customer Experience,5.17,36,NON QC,No,Product,Male,Individual Contributor/Support,6,IC4,No,Yes,No,VCIP Plan,148204.87,1,2,0.797,0.834,0.999315,Yes,1,0,2,1.336986,5.17,1.0,No,No,Higher than average,Lower than average,Higher than average,26.25,-30.29,19.98,
4482,No,No,True,No,41804,All Others,High-Cost,Remote AMS,Engineering,0.17,25,NON QC,No,Engineering,Male,Individual Contributor/Support,6,IC3,Unknown,No,Yes,No Bonus Plan,135000.0,2,1,0.832,0.759,0.208076,No,0,0,0,0.17,0.17,0.17,No,No,Higher than average,Lower than average,Lower than average,22.85,-96.71,-96.05,
4483,No,No,True,No,38624,Tier 1,High-Cost,Santa Clara,Product,2.0,41,NON QC,No,Product,Male,Individual Contributor/Support,6,IC4,Unknown,No,No,VCIP Plan,203742.0,3,3,0.953,0.997,2.047912,Yes,0,0,0,2.0,2.0,2.0,No,No,Higher than average,Lower than average,Lower than average,6.55,-43.86,-53.59,
4484,No,No,True,No,31267,Tier 1,Low-Cost,Bangalore,Product,5.25,37,NON QC,No,Product,Male,Individual Contributor/Support,6,IC3,Unknown,Yes,No,VCIP Plan,42505.72,4,3,1.102,1.02,1.242984,Yes,0,1,0,5.25,1.24,2.59,No,Yes,Higher than average,Higher than average,Higher than average,20.35,70.97,21.83,
4485,No,No,True,No,3562,Tier 1,High-Cost,Fort Lauderdale,Product,16.83,56,NON QC,No,Product,Male,Individual Contributor/Support,7,IC6,Unknown,Yes,No,VCIP Plan,214968.17,1,1,0.796,0.778,3.832991,Yes,0,0,3,3.835616,16.83,0.67,No,No,Higher than average,Higher than average,Higher than average,0.0,0.0,290.56,
4486,No,No,True,No,34457,Tier 2,High-Cost,Cambridge,Engineering,3.5,25,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC2,Unknown,Yes,No,No Bonus Plan,58570.95,2,1,0.834,0.787,0.334017,No,1,2,0,0.33,0.72,3.5,No,Yes,Higher than average,Higher than average,Lower than average,2.75,11.65,-18.78,
4487,No,No,True,No,36147,All Others,High-Cost,Remote AMS,Customer Experience,3.0,40,NON QC,No,Customer Success,Male,Individual Contributor/Support,5,IC3,No,Yes,Yes,Incentive Plan,132135.03,4,3,1.106,1.074,2.335386,Yes,0,0,0,3.0,3.0,3.0,No,No,Higher than average,Higher than average,Lower than average,19.43,5.07,-30.38,
4488,No,No,True,No,32798,Tier 1,Low-Cost,Bangalore,Engineering,4.67,36,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC4,Unknown,Yes,No,VCIP Plan,57752.25,3,3,1.021,1.074,3.334702,Yes,0,0,0,3.336986,4.67,2.2,No,No,Higher than average,Lower than average,Higher than average,21.92,-5.74,8.37,
4489,No,No,True,No,18825,Tier 1,Low-Cost,Bangalore,Engineering,7.33,36,NON QC,No,Engineering,Female,Individual Contributor/Support,5,IC3,Unknown,Yes,No,VCIP Plan,35062.22,3,3,1.091,1.08,2.836413,Yes,0,0,2,2.838356,7.33,0.33,No,No,Higher than average,Higher than average,Higher than average,11.99,94.28,70.1,
4490,No,No,True,No,38200,All Others,High-Cost,All Other EMEA,Engineering,2.17,38,NON QC,Yes,Engineering,Male,People Manager,4,M3,Unknown,Yes,No,VCIP Plan,81817.27,2,2,0.857,0.857,0.829568,Yes,1,0,7,0.83,2.17,0.32,No,No,Lower than average,Lower than average,Lower than average,-20.2,-33.22,-49.64,
4491,No,No,True,No,38389,All Others,High-Cost,All Other EMEA,Sales & Services,2.08,48,NON QC,Yes,Marketing,Female,Director,5,M6,No,Yes,No,VCIP Plan,237147.12,3,3,1.008,1.014,0.334017,Yes,1,0,0,0.33,2.08,2.08,No,Yes,Lower than average,Lower than average,Lower than average,-30.6,-64.96,-51.73,
4492,No,No,True,No,20974,Tier 1,High-Cost,Santa Clara,Engineering,6.5,37,NON QC,No,Engineering,Female,Individual Contributor/Support,5,IC3,Unknown,Yes,No,No Bonus Plan,140415.9,3,2,0.911,0.831,2.836413,No,0,0,0,5.339726,6.5,3.83,No,No,Lower than average,Higher than average,Higher than average,-0.72,50.97,50.84,
4493,No,No,True,No,35896,All Others,High-Cost,Remote AMS,Customer Experience,3.17,35,NON QC,No,Customer Success,Male,Individual Contributor/Support,5,IC4,No,Yes,Yes,Incentive Plan,123397.42,2,1,0.805,0.79,0.835044,Yes,1,0,1,0.835616,3.17,1.03,No,Yes,Lower than average,Lower than average,Lower than average,-13.19,-42.39,-26.44,
4494,No,No,True,No,32583,Tier 1,High-Cost,Raleigh,Sales & Services,4.67,47,QC,No,Sales,Male,Individual Contributor/Support,3,SU2,Yes,Yes,No,Comission Plan,77395.96,1,3,0.731,1.084,4.082135,Yes,0,0,1,4.08,4.67,2.0,No,Yes,Higher than average,Higher than average,Higher than average,10.89,213.02,8.37,
4495,No,No,True,No,37255,Tier 1,Low-Cost,Bangalore,Engineering,2.5,24,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC2,Unknown,Yes,No,No Bonus Plan,20514.64,2,2,0.892,0.892,0.334017,No,1,0,0,0.33,2.5,2.42,No,Yes,Higher than average,Higher than average,Lower than average,1.04,15.0,-41.98,
4496,No,No,True,No,15204,Tier 2,High-Cost,Cambridge,Engineering,8.67,33,NON QC,Yes,Engineering,Female,People Manager,5,M3,Unknown,Yes,No,VCIP Plan,114064.5,2,2,0.854,0.813,0.591375,Yes,2,0,0,0.59,8.67,2.84,Yes,Yes,Higher than average,Higher than average,Higher than average,5.38,58.01,101.2,
4497,No,No,True,No,8074,Tier 1,High-Cost,Fort Lauderdale,Customer Experience,11.17,41,NON QC,No,Services,Male,Individual Contributor/Support,3,IC4,No,Yes,No,No Bonus Plan,98528.75,3,2,0.903,0.84,2.335386,No,0,0,3,6.339726,11.17,1.36,No,No,Lower than average,Higher than average,Higher than average,-16.06,50.62,159.21,
4498,No,No,True,No,41563,Tier 1,High-Cost,Fort Lauderdale,Engineering,0.33,30,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC1,Unknown,No,No,No Bonus Plan,95000.0,2,2,0.89,0.848,0.361396,No,0,0,0,0.33,0.33,0.33,No,No,Higher than average,Lower than average,Lower than average,6.15,-76.25,-92.34,
